,Actual_Temperature,Predicted_Temperature
53883,17.716667,17.47881
53884,22.05,17.693472
53885,26.716667,23.360985
53886,29.883331,28.385357
53887,32.15,30.304232
53888,32.466667,31.386406
53889,32.8,31.345198
53890,33.91111,31.670813
53891,34.77222,31.927729
53892,35.02222,32.449677
53893,36.083332,32.455925
53894,34.905556,33.358513
53895,34.005554,32.14521
53896,32.36111,30.963291
53897,28.411112,28.866068
53898,27.133333,25.465134
53899,24.400002,24.901243
53900,23.588886,21.99177
53901,16.0,21.781504
53902,15.494444,14.790921
53903,15.061111,14.317418
53904,14.888888,15.184172
53905,14.844443,15.087259
53906,14.233333,14.933518
53907,14.86111,14.477017
53908,14.844443,15.511199
53909,15.911113,14.783897
53910,18.644444,16.185644
53911,20.933334,19.418634
53912,22.355555,22.241205
53913,23.794447,23.869724
53914,23.794447,24.88182
53915,23.805555,23.281235
53916,24.95,22.519398
53917,24.838886,24.356102
53918,24.644445,23.901167
53919,22.21667,24.137493
53920,20.022224,20.549213
53921,16.677778,17.565868
53922,14.02778,14.484184
53923,14.955557,12.475127
53924,14.216665,14.937455
53925,12.783335,14.347102
53926,12.761112,12.654833
53927,11.977776,12.730074
53928,11.161112,12.412605
53929,11.116666,12.21795
53930,10.85,11.6418
53931,11.022223,11.455008
53932,13.666667,11.669872
53933,17.233334,14.375831
53934,21.900002,18.500982
53935,22.63889,23.32774
53936,24.705557,24.124233
53937,25.972221,25.183273
53938,26.083334,25.462263
53939,25.183332,24.940056
53940,26.127777,23.750378
53941,27.194447,25.005505
53942,26.061111,25.912743
53943,25.06667,24.425646
53944,22.288889,23.497038
53945,16.811111,19.810335
53946,14.099999,13.951957
53947,14.444445,12.10202
53948,13.505556,14.427656
53949,22.694443,13.933495
53950,20.077778,23.123909
53951,20.166664,19.51773
53952,19.011112,19.617586
53953,18.961111,18.697315
53954,21.16111,18.136728
53955,18.85,21.730242
53956,23.599998,18.648159
53957,25.516665,23.302313
53958,29.794445,25.569588
53959,31.016666,30.385662
53960,32.594444,30.163279
53961,33.83889,31.101137
53962,33.905556,32.094677
53963,34.872223,31.578403
53964,34.97222,32.317024
53965,34.95,32.385098
53966,33.988888,32.106888
53967,33.905556,31.15902
53968,32.216667,30.59488
53969,26.733332,29.074446
53970,24.905554,23.506449
53971,24.744444,23.056158
53972,22.327776,23.401972
53973,19.505556,20.777931
53974,17.472223,17.32841
53975,17.055555,16.048916
53976,16.594444,16.554726
53977,17.638887,16.264492
53978,16.449999,17.48321
53979,18.077778,16.384243
53980,22.688887,18.312685
53981,24.711113,23.32515
53982,27.666664,24.93178
53983,29.933332,27.350317
53984,30.799997,29.156435
53985,32.711113,29.144882
53986,33.794445,30.495392
53987,33.783333,32.094524
53988,34.927776,31.598618
53989,34.95,32.2141
53990,34.93889,32.128983
53991,33.91111,31.94786
53992,32.244446,30.571722
53993,27.911114,29.145147
53994,24.07778,24.278696
53995,22.777779,21.121397
53996,22.083332,20.96906
53997,20.555555,21.560295
53998,19.494442,19.81264
53999,19.35,18.851528
54000,18.355556,19.30493
54001,17.777779,18.169624
54002,17.983332,17.817957
54003,17.733334,17.66713
54004,24.594444,17.451344
54005,28.111113,25.52349
54006,30.994442,29.51138
54007,32.22222,30.917234
54008,32.8,30.931524
54009,33.933334,31.174274
54010,35.044445,32.187397
54011,34.97778,33.057556
54012,36.038887,32.53063
54013,36.127777,33.613625
54014,35.894444,33.024876
54015,35.044445,32.80555
54016,32.8,31.735317
54017,27.888891,29.324356
54018,24.166666,24.256563
54019,23.544445,21.100277
54020,22.222221,21.761044
54021,20.672222,21.228209
54022,19.100002,19.792248
54023,18.905554,18.339544
54024,17.388887,18.862991
54025,16.833334,17.424904
54026,17.011108,16.752745
54027,18.85,17.215485
54028,23.627777,19.048243
54029,26.855556,24.580515
54030,30.027779,27.646921
54031,31.272224,30.191418
54032,33.72222,30.300413
54033,36.016666,32.9416
54034,36.06111,34.167618
54035,36.038887,33.764217
54036,36.155556,33.602154
54037,36.25,33.195984
54038,36.066666,33.094395
54039,36.083332,33.270275
54040,32.822224,32.855446
54041,28.349998,28.907377
54042,26.211111,25.00538
54043,23.36111,24.04336
54044,21.92778,21.649246
54045,20.605556,20.44367
54046,19.516665,19.79325
54047,19.872221,18.981737
54048,18.938889,19.541882
54049,17.850002,18.857458
54050,18.733335,17.387207
54051,18.333332,19.130232
54052,23.711111,18.459282
54053,26.866667,24.613266
54054,29.961111,27.543533
54055,32.27222,29.735182
54056,34.56111,31.529697
54057,36.133335,33.564655
54058,37.244446,34.221703
54059,37.166668,35.448975
54060,37.8,34.909702
54061,37.31111,34.579548
54062,37.15,34.13132
54063,36.205555,33.98077
54064,32.983334,32.644344
54065,29.483334,29.696241
54066,24.266666,26.990185
54067,24.07778,21.071781
54068,22.644442,22.132893
54069,21.783333,21.575388
54070,21.205557,20.945543
54071,21.788889,20.392534
54072,21.111109,21.887917
54073,20.577778,20.913805
54074,20.683332,20.206188
54075,20.905556,20.680014
54076,24.661112,20.90881
54077,26.85,24.728765
54078,29.977777,26.967604
54079,32.77778,29.490704
54080,34.683334,31.909971
54081,36.083332,33.66649
54082,37.15,34.253185
54083,37.044445,35.056713
54084,36.133335,34.7045
54085,37.238888,32.92995
54086,36.077778,34.10647
54087,36.083332,32.75735
54088,32.755554,32.759373
54089,28.222221,29.214413
54090,25.02778,24.741173
54091,24.422224,22.221512
54092,23.644444,22.286037
54093,-2.1777773,22.23586
54094,-2.1333337,-0.3177981
54095,-3.1999996,-1.2736667
54096,-3.3111115,-1.2796087
54097,-3.2722218,-1.4735335
54098,-3.961112,-1.2959796
54099,-4.049999,-1.8549405
54100,-4.722223,-1.7217659
54101,-2.955555,-2.0316298
54102,-0.06666639,-1.3295234
54103,2.277778,0.001466186
54104,4.9777784,3.0048203
54105,6.111111,6.177904
54106,7.1277776,7.80916
54107,7.2,8.548267
54108,6.111111,8.46282
54109,4.016667,7.415884
54110,2.1722217,4.580911
54111,-0.022222744,2.7716286
54112,-0.93888885,0.5852308
54113,-2.2222228,-0.0794132
54114,-2.1944444,-0.8643157
54115,-0.9833343,-1.0938575
54116,-1.6833323,0.17007573
54117,7.2166667,-0.051338583
54118,6.6888895,6.9589767
54119,6.71111,7.2869754
54120,4.55,6.99583
54121,4.8166656,4.607599
54122,3.9500008,5.0239973
54123,3.4166658,6.735399
54124,2.8999999,5.446132
54125,2.311112,4.738864
54126,2.2444437,4.6177206
54127,2.2499995,4.0345926
54128,2.2166672,3.133747
54129,2.2888892,2.5207877
54130,2.844445,2.9772
54131,2.8222222,3.6109548
54132,2.2888892,3.480378
54133,0.3222224,2.5280156
54134,-2.1777773,0.48651066
54135,-2.2444437,-2.7099164
54136,-2.2333343,-3.3574204
54137,-2.9611106,-2.7407413
54138,-3.4944437,-3.7740307
54139,-3.9388893,-4.3591347
54140,-4.655556,-2.9133189
54141,-5.6944456,-3.2765062
54142,-6.011112,-4.463127
54143,-6.711111,-4.6586394
54144,-6.1777773,-5.2753057
54145,-6.5388894,-4.7008057
54146,-6.661111,-5.022393
54147,-7.083334,-5.263429
54148,-6.8944445,-6.120169
54149,-5.944444,-4.5894213
54150,-2.7999995,-4.1815643
54151,-2.1388893,-1.145266
54152,-0.005555686,0.03694715
54153,1.1055558,1.3969312
54154,1.0888886,3.3666463
54155,1.1777778,2.6352162
54156,0.08888914,1.7157632
54157,-0.94444454,0.5999589
54158,-2.2,-0.9617389
54159,-2.7777767,-2.2332313
54160,-3.6944447,-1.8912971
54161,-3.9111109,-3.4614756
54162,-5.0500007,-3.4774086
54163,-5.4388895,-5.3931913
54164,-6.038889,-4.576908
54165,-6.4722223,-4.6266003
54166,-6.361111,-4.5233035
54167,-6.516667,-4.2257338
54168,-6.9777775,-4.25466
54169,-6.8444448,-4.724239
54170,-5.011111,-5.166006
54171,-6.0055566,-3.0431857
54172,-6.088888,-3.340954
54173,-4.8333325,-3.6922536
54174,-2.677778,-2.438534
54175,-1.2166657,-0.6902369
54176,1.044445,0.30282167
54177,2.1777773,3.0356855
54178,2.5444453,4.1873074
54179,2.2444437,3.9905958
54180,2.2444437,3.5260944
54181,2.0500002,3.1979816
54182,1.0222223,2.7800872
54183,0.93333316,2.0885
54184,0.76111054,2.070468
54185,-0.14999984,2.2856424
54186,0.2611117,0.76803124
54187,-0.52777725,1.177099
54188,-0.7722219,0.43032098
54189,-0.7277783,-0.02513488
54190,-1.4444453,0.4619148
54191,-1.7888886,0.24411905
54192,-2.7833323,-0.26232034
54193,-3.9222221,-0.9102807
54194,-4.916666,-1.4792657
54195,-5.91111,-2.1147203
54196,-5.8611107,-3.3098476
54197,-4.8722224,-2.948178
54198,-1.1888891,-2.287482
54199,0.80555606,0.14419581
54200,1.0888886,2.5057871
54201,2.1722217,2.9985564
54202,2.6222212,3.459932
54203,2.5944445,3.589731
54204,2.1055553,3.8661926
54205,-0.59999937,3.1870744
54206,-1.0166667,-0.41741964
54207,-1.0166667,-0.2484293
54208,0.06666639,0.2136474
54209,0.0,1.6761339
54210,-0.049999334,1.171994
54211,-0.10555619,0.7532903
54212,-0.049999334,1.035407
54213,-0.049999334,1.1728237
54214,-0.09444482,1.0927372
54215,-0.57777846,0.9983954
54216,-0.6277778,0.56678295
54217,-0.61666644,0.46355575
54218,-1.138888,0.5742795
54219,-1.138888,0.21237253
54220,-1.1333342,0.03036863
54221,-1.138888,0.13115466
54222,-1.0888886,0.17907521
54223,-1.0722216,0.22808667
54224,-1.0888886,0.21146007
54225,-1.0888886,0.26581565
54226,-1.0277779,0.21880203
54227,-1.0888886,0.25548798
54228,-1.0888886,0.27818534
54229,-1.0944444,0.2735936
54230,-1.0888886,0.16280551
54231,-2.1055553,0.22469622
54232,-1.1222228,-0.64081526
54233,-2.1055553,0.1844598
54234,-1.6000007,-0.42039984
54235,-1.561111,0.018339282
54236,-1.5499996,-0.11097942
54237,-1.5499996,-0.2179742
54238,-1.1166672,-0.23067869
54239,-1.5499996,0.032716
54240,-1.5499996,-0.46327615
54241,-0.98888814,-0.5431529
54242,-1.0388893,-0.042065006
54243,0.02777843,0.15290646
54244,-0.08888914,1.3704607
54245,0.02777843,0.36956716
54246,0.02777843,1.1806808
54247,0.10000051,1.4470023
54248,1.1833335,1.4703766
54249,1.2055563,2.7552228
54250,1.1666664,2.704289
54251,1.2499999,2.3146386
54252,2.2444437,2.1522083
54253,2.0777786,3.4520733
54254,1.1833335,3.2697346
54255,1.1833335,2.0948708
54256,1.1666664,2.2553508
54257,1.1611108,2.4100804
54258,1.138888,2.579676
54259,1.1499994,2.4795063
54260,1.0944444,2.3435225
54261,0.9555559,2.2242723
54262,0.83333266,2.506273
54263,0.4277786,2.0379543
54264,0.40000018,1.9267744
54265,0.2666674,1.7222552
54266,0.86111104,1.69857
54267,0.8833338,2.188815
54268,0.53888863,2.3122692
54269,0.8833338,1.9473525
54270,0.8833338,2.131047
54271,1.6999995,2.166287
54272,2.0222218,2.97759
54273,2.0222218,3.4541335
54274,2.3722227,3.2887526
54275,2.0444446,3.5921593
54276,2.0222218,3.2885356
54277,1.927777,3.1601698
54278,2.0222218,3.0623934
54279,0.9777786,3.1697028
54280,1.394444,2.049774
54281,1.0277779,2.4688897
54282,1.0277779,2.356709
54283,0.83888835,2.264253
54284,0.47222227,2.1220071
54285,0.47222227,1.8684305
54286,0.23888898,1.8047793
54287,-0.0388898,1.5875465
54288,-0.0388898,0.6392755
54289,-0.6222221,0.4613114
54290,-1.1055558,0.28098893
54291,-1.083333,-0.02937707
54292,-1.0055553,-0.43566144
54293,-0.06666639,-0.4943107
54294,-0.04444365,0.36006364
54295,0.92777747,0.7309866
54296,1.044445,2.642413
54297,1.0666659,3.0486164
54298,0.08888914,2.9152007
54299,0.049999334,1.8941652
54300,0.02777843,2.0739834
54301,-0.05555502,2.247711
54302,-0.04444365,1.1081276
54303,-0.04444365,0.9143831
54304,-0.14999984,0.95331156
54305,-1.083333,0.8000224
54306,-1.1333342,0.0017145362
54307,-1.616666,-0.086788274
54308,-1.6444443,-0.26458862
54309,-1.6444443,-0.2884652
54310,-1.7111108,-0.29972926
54311,-1.6666671,-0.41264582
54312,-2.2222228,-0.30662787
54313,-2.1888888,-0.8073994
54314,-2.2222228,-0.92186856
54315,-2.2222228,-1.0074942
54316,-2.5444453,-1.1195737
54317,-2.2222228,-1.3899866
54318,-2.2222228,-1.1423262
54319,-1.1611108,-1.240684
54320,-1.1833335,-0.4136208
54321,-1.1833335,0.008024471
54322,-0.9777786,-0.42029685
54323,-0.13888846,0.16686925
54324,-0.13888846,0.9953324
54325,-0.52222157,0.8995612
54326,-0.13888846,0.43570375
54327,-1.1611108,1.0035114
54328,-1.0722216,0.22588462
54329,-1.1611108,0.17078215
54330,-0.6500005,0.2652803
54331,-0.6666676,0.7173292
54332,-0.6500005,0.92460597
54333,-1.1611108,0.8504357
54334,-1.138888,0.07493921
54335,-1.1833335,0.13538949
54336,-1.6888881,0.33023402
54337,-1.6555557,-0.09162466
54338,-1.2055563,-0.10879026
54339,-1.2055563,0.21024776
54340,-1.2388885,0.19335258
54341,-1.2055563,0.044108834
54342,-1.2055563,0.13263372
54343,-1.1833335,0.030105563
54344,-1.155555,-0.055584453
54345,-1.1333342,-0.120297156
54346,-1.083333,-0.040370703
54347,-1.1333342,0.012803832
54348,-1.1333342,-0.020572595
54349,-1.1944449,0.16490822
54350,-2.1722217,-0.21372098
54351,-2.1722217,-0.89216954
54352,-2.1333337,-1.0511504
54353,-2.2222228,-1.0444322
54354,-2.2444437,-1.1124268
54355,-2.6555552,-0.9747083
54356,-2.733333,-1.3157814
54357,-2.2333343,-1.4196801
54358,-2.4999998,-0.7391564
54359,-2.7944438,-0.98771083
54360,-1.2444443,-1.1769445
54361,-0.6500005,0.008859663
54362,-0.6277778,0.48668545
54363,-1.2333329,0.21420848
54364,-1.2333329,-0.7906477
54365,-0.18333395,-0.5805379
54366,1.1611108,0.7587779
54367,1.3722214,2.348727
54368,2.9388878,2.6325858
54369,4.049999,4.314669
54370,5.122223,5.9001603
54371,6.205556,6.855045
54372,5.161111,6.9365
54373,2.6611109,6.363729
54374,1.2277771,4.0547805
54375,0.99444383,2.2109828
54376,-0.96666723,1.948655
54377,-1.2277771,0.16823058
54378,-1.6611115,-0.16257188
54379,-1.5055559,-0.4797261
54380,-0.05555502,-0.043257084
54381,-2.7555559,0.79397744
54382,-2.7777767,-0.9369867
54383,-2.7999995,-1.3116938
54384,-2.7999995,-1.4309883
54385,-2.8500006,-1.4089422
54386,-2.8222222,-1.4058056
54387,-2.8222222,-1.2284927
54388,-3.833333,-1.2239857
54389,-2.8222222,-2.0289567
54390,-2.8222222,-1.4040617
54391,-2.877777,-1.3266702
54392,-2.2444437,-1.3834559
54393,-2.2222228,-1.195648
54394,-1.1222228,-1.0952353
54395,-1.1111114,-0.41072154
54396,-1.1111114,-0.16286805
54397,-0.9500002,-0.5384177
54398,-2.2,-0.13414222
54399,-2.7111104,-1.0228717
54400,-2.4999998,-1.4550856
54401,-2.1500008,-1.077047
54402,-2.127778,-0.9685326
54403,-1.6222216,-1.027813
54404,-1.0888886,-0.62738776
54405,-1.1333342,-0.35136217
54406,-1.4166667,-0.3208795
54407,-1.5944451,-0.4169708
54408,-1.155555,-0.49812612
54409,-1.2000005,-0.34093332
54410,-2.1722217,-0.35994223
54411,-2.1500008,-0.8374203
54412,-1.8833333,-0.5841178
54413,-2.2,-0.5460669
54414,-1.0388893,-0.6468529
54415,1.1666664,-0.15841615
54416,2.3888898,2.1728177
54417,2.916667,3.4794157
54418,3.8777769,4.2827716
54419,4.0277767,5.477544
54420,2.4500005,6.2276073
54421,0.4611109,4.2226834
54422,-1.044445,1.8942019
54423,-1.0888886,0.006966683
54424,-0.17777827,-0.2053801
54425,-0.049999334,0.2076502
54426,-0.09444482,0.261246
54427,-0.58333415,-0.0038613856
54428,-1.0611103,-0.27108803
54429,-1.1111114,-0.62009364
54430,-1.6111121,-0.56256104
54431,-1.6000007,-0.9391114
54432,-2.1055553,-0.7845732
54433,-1.6111121,-1.1112401
54434,-1.1111114,-0.964193
54435,-1.1111114,-0.21305135
54436,-1.1611108,-0.45540252
54437,-1.1111114,-0.5788785
54438,-0.09444482,-0.52394164
54439,0.93333316,0.089128286
54440,2.038889,1.7507033
54441,3.6388896,2.738804
54442,5.8777776,4.785659
54443,6.8333335,8.058861
54444,6.916667,8.715602
54445,4.233333,8.346495
54446,2.7555559,4.8574924
54447,4.772222,3.826959
54448,3.688889,5.8732796
54449,3.8833325,5.225137
54450,4.349999,5.2697153
54451,3.6555548,6.2787843
54452,3.2388895,5.457773
54453,3.1777787,4.660926
54454,3.0111117,4.889769
54455,2.6888895,4.8329263
54456,1.6222216,4.4369216
54457,0.57777846,3.243551
54458,0.11666756,2.4144495
54459,1.1833335,2.3601878
54460,1.0611103,3.0195723
54461,2.2,2.8090963
54462,2.7777767,3.7836354
54463,3.7888894,4.417834
54464,6.0611115,5.1156588
54465,7.8222218,7.7720604
54466,9.788887,9.760755
54467,9.922223,11.618039
54468,8.833333,11.609205
54469,7.16111,9.50235
54470,4.0055556,7.565137
54471,2.8722215,4.427444
54472,1.4833332,4.078876
54473,0.27777693,2.8336463
54474,-1.7833328,1.91618
54475,0.19999917,-0.567574
54476,0.17777827,0.5062812
54477,0.10000051,1.1788136
54478,-0.51666594,1.4102869
54479,0.07222208,-0.23470749
54480,-0.96666723,0.8935677
54481,-1.4500009,-0.3253461
54482,-1.0611103,-0.6857335
54483,-1.1777778,-0.44123366
54484,-1.1833335,-0.15630977
54485,-0.15555553,-0.009685658
54486,2.0166662,0.62818253
54487,4.5999994,3.1325238
54488,7.066667,6.171366
54489,8.705556,9.437252
54490,9.950002,10.945717
54491,11.06111,12.029399
54492,9.883333,13.755764
54493,7.2055554,12.493873
54494,4.8833337,8.248471
54495,3.8444445,5.5434117
54496,1.5555552,5.272951
54497,1.1333342,3.3418334
54498,1.5944451,3.1002216
54499,0.9555559,3.5167713
54500,1.5499996,2.8892603
54501,0.9500002,3.2832043
54502,0.48333362,3.0005155
54503,0.37222177,2.3922563
54504,-0.59999937,2.4283738
54505,-0.6444448,1.2238827
54506,-0.18333395,0.7501611
54507,-0.13888846,1.236876
54508,-1.1722221,1.3744086
54509,-0.15555553,0.13923983
54510,2.111111,0.71953124
54511,3.8777769,3.8723204
54512,7.133333,5.772194
54513,8.8,8.970566
54514,9.883333,10.768557
54515,9.883333,11.201679
54516,8.83889,10.7148285
54517,7.777778,9.237737
54518,7.194444,8.479581
54519,7.1277776,8.387868
54520,7.1111107,8.539608
54521,7.066667,8.32266
54522,6.6000004,8.007093
54523,6.438889,7.678771
54524,5.9722223,7.629469
54525,5.416667,7.0461125
54526,5.3333335,6.629313
54527,5.2611113,6.7139397
54528,4.7277784,6.6351905
54529,5.638889,5.993956
54530,4.7944446,7.101278
54531,4.9055567,6.1415586
54532,5.9555554,6.144158
54533,7.0388885,7.2551775
54534,7.616667,8.079465
54535,8.827779,8.033617
54536,11.950001,9.348979
54537,12.044444,12.902131
54538,11.077776,12.7222595
54539,11.044442,11.548806
54540,11.044442,11.1966715
54541,11.0,11.299084
54542,11.066665,11.316627
54543,11.066665,11.367665
54544,10.911113,11.230892
54545,11.022223,11.25012
54546,10.444443,11.377931
54547,9.855555,10.553408
54548,9.4,10.0902405
54549,8.872221,10.000172
54550,8.833333,10.381329
54551,9.305556,9.529135
54552,8.311111,9.9118805
54553,8.327778,9.060598
54554,7.7333345,8.88523
54555,7.2,8.621135
54556,6.333333,8.086139
54557,7.15,7.6459904
54558,7.7111115,8.347937
54559,8.83889,8.965861
54560,10.944444,10.24541
54561,12.566668,12.280777
54562,12.866667,13.922788
54563,12.733334,13.844802
54564,12.083333,13.302111
54565,9.088889,12.352887
54566,7.172221,9.475211
54567,5.0222225,7.961342
54568,5.5,5.7553945
54569,3.8888881,6.9772754
54570,3.794445,5.849633
54571,4.4555554,5.2257795
54572,4.8166656,5.8027005
54573,5.8111115,6.036411
54574,6.3444443,6.964398
54575,5.394444,7.691593
54576,5.327778,7.3308506
54577,4.4444456,6.8785076
54578,3.6611106,5.7649016
54579,4.733334,4.821456
54580,4.5777783,5.9736924
54581,3.6666663,5.264875
54582,5.8222227,4.736057
54583,7.5666676,6.949037
54584,10.705557,8.761029
54585,11.933333,12.51164
54586,12.538889,13.708242
54587,12.51111,13.288403
54588,11.955556,13.349765
54589,10.033333,12.4508915
54590,7.6222224,10.420399
54591,7.027777,8.647654
54592,5.9388885,8.232585
54593,5.91111,6.7459493
54594,5.7722216,6.868049
54595,5.299999,6.967479
54596,4.711111,6.923113
54597,4.1999993,6.282355
54598,4.0,5.620533
54599,3.1111104,5.588733
54600,3.0388885,4.829944
54601,3.3388882,4.50035
54602,1.9944452,4.7481136
54603,2.0222218,3.8054314
54604,1.0944444,3.701266
54605,1.9499997,3.5800104
54606,3.594444,3.9742525
54607,6.399999,4.3616953
54608,8.538889,8.112246
54609,9.644446,9.792735
54610,10.622221,10.7202
54611,11.905555,12.157762
54612,10.788888,13.622395
54613,7.8666673,12.586326
54614,5.883333,8.233751
54615,5.7888885,6.1547894
54616,3.944445,6.572163
54617,2.6611109,4.345784
54618,1.1333342,3.4614186
54619,2.916667,2.509542
54620,1.8499992,3.7025187
54621,0.9722229,3.2213192
54622,-0.061110705,3.755616
54623,-1.138888,1.197953
54624,-1.138888,-1.6881559
54625,-2.5833333,-1.8400358
54626,-3.8055565,-1.6706169
54627,-3.7333326,-3.4588284
54628,-3.7666667,-4.177905
54629,-2.3333328,-4.188003
54630,0.0,-1.659934
54631,2.111111,-0.29913872
54632,2.844445,3.1235483
54633,3.9555564,4.018663
54634,4.0277767,4.867035
54635,3.9777772,4.8434725
54636,2.8666658,4.6939917
54637,2.038889,3.0398707
54638,-1.1166672,3.0040402
54639,-2.2444437,0.22150815
54640,-2.1888888,-0.96715295
54641,-1.7666658,-1.0059544
54642,-1.816667,-0.58731323
54643,-2.316666,-0.8151442
54644,-2.405555,-1.1392044
54645,2.3555555,-1.1077873
54646,2.5388896,2.53971
54647,1.3611118,3.430213
54648,1.4277781,2.4637258
54649,1.5944451,2.0636044
54650,1.3833326,2.596989
54651,2.9111114,2.1844332
54652,2.9222226,3.6083884
54653,2.933334,4.1415467
54654,4.0055556,3.5488746
54655,4.9833326,4.7007947
54656,6.205556,5.7805696
54657,7.316667,7.755373
54658,7.677778,9.142079
54659,7.8500004,8.905418
54660,7.8277774,9.270276
54661,6.272222,8.804524
54662,4.072222,7.475821
54663,4.0277767,4.9960814
54664,3.2333338,4.5966053
54665,2.9666665,3.653467
54666,2.8722215,4.1548696
54667,1.6999995,4.5732512
54668,0.788889,3.725078
54669,1.2555556,2.676163
54670,2.1388893,2.3614829
54671,2.1055553,3.0121126
54672,2.0833325,2.8822658
54673,2.2555552,2.6962295
54674,2.5944445,2.9768505
54675,2.5944445,3.5216463
54676,2.588889,3.2714527
54677,2.6666667,3.3274052
54678,2.7111104,3.7202013
54679,3.794445,3.9415972
54680,5.8777776,5.3673334
54681,6.9222226,8.040744
54682,6.9111114,9.425942
54683,6.994445,8.729527
54684,5.9944453,8.459959
54685,4.0611105,7.565036
54686,2.7999995,4.700278
54687,2.2666664,3.7716835
54688,2.6111116,3.8092136
54689,2.1500008,4.2121243
54690,2.1500008,3.8865995
54691,0.70555556,4.0175815
54692,0.061110705,3.187422
54693,-2.988889,2.5185986
54694,-3.6111112,-0.87143326
54695,-3.5666656,-1.6263645
54696,-4.077778,-1.6209965
54697,-4.7,-2.061027
54698,-6.1333337,-2.3998282
54699,-6.1333337,-3.2218673
54700,-6.038889,-3.515752
54701,-4.088889,-3.5839565
54702,-2.405555,-2.0866199
54703,-1.2888896,-1.1337315
54704,-0.18888964,-0.13848743
54705,1.8777777,0.7119483
54706,2.5388896,2.9958227
54707,3.4722228,4.4697075
54708,2.4277778,5.512574
54709,1.0055553,3.8017762
54710,-0.21111055,2.4974961
54711,-1.2277771,1.1697882
54712,-2.1611104,0.15041007
54713,-2.2666664,-0.4392064
54714,-3.3111115,-0.54847497
54715,-2.8555562,-1.1663169
54716,-3.8166661,-1.206386
54717,-4.3277783,-1.5462725
54718,-4.1999993,-2.0909376
54719,-3.8888881,-1.9823956
54720,-4.488889,-1.9369053
54721,-4.2999997,-2.1948197
54722,-4.372222,-1.9285036
54723,-4.8833337,-1.8752702
54724,-5.61111,-2.0644617
54725,-2.8222222,-2.4827201
54726,-2.1500008,-1.1427531
54727,-0.11666756,-0.710035
54728,2.366667,0.5211896
54729,4.0277767,3.4673164
54730,4.9111104,5.4363785
54731,5.0944443,6.557032
54732,3.0333328,6.7080216
54733,1.4722219,3.8959966
54734,0.13888846,3.086636
54735,0.005555686,1.9850631
54736,-1.7888886,1.6252367
54737,-2.1500008,-0.60509145
54738,-2.1944444,-1.017121
54739,-1.1166672,-0.9343468
54740,-2.1722217,-0.43257454
54741,-2.1500008,-0.9991147
54742,-1.5166672,-1.3342844
54743,-1.1111114,-0.8230197
54744,-0.53333294,-0.29441455
54745,-0.52222157,0.34391534
54746,-1.0611103,0.45018715
54747,-1.0611103,0.23024823
54748,-0.9055547,0.16643326
54749,0.049999334,0.16171461
54750,1.2999992,1.2716781
54751,1.2999992,2.7902365
54752,2.4333334,2.4780934
54753,4.055555,3.8387914
54754,4.9222217,6.7636795
54755,5.0222225,6.8906765
54756,3.9833329,6.1635237
54757,4.516666,4.819646
54758,2.2722223,5.995575
54759,1.2333329,2.8694456
54760,0.14999984,1.4227191
54761,0.09444482,0.855789
54762,0.60555506,1.5986578
54763,0.96666723,2.4414241
54764,0.049999334,3.1305757
54765,0.60555506,1.4834895
54766,0.09444482,2.1778471
54767,0.6277778,1.9216418
54768,1.1166672,2.277465
54769,0.6555562,2.6665564
54770,0.11666756,1.7966353
54771,0.06666639,1.5274034
54772,-0.7944447,0.7672181
54773,0.049999334,0.16377132
54774,2.1555545,1.4797146
54775,2.311112,4.020869
54776,2.8722215,3.8000154
54777,3.9111109,4.4653845
54778,3.927778,5.643083
54779,3.9833329,4.552329
54780,2.8944442,4.62108
54781,2.8111107,3.2113962
54782,2.7777767,2.906444
54783,1.2055563,3.3725736
54784,1.1444438,1.2630502
54785,1.1111114,1.4691938
54786,1.0611103,2.2330582
54787,1.1,1.617985
54788,2.2,1.5564898
54789,1.6444443,3.0279372
54790,1.0111109,2.7251503
54791,3.7333326,2.0164583
54792,3.249999,5.12354
54793,2.2499995,4.1674523
54794,2.1388893,2.4221575
54795,2.644444,3.1197734
54796,1.1111114,4.854492
54797,1.0944444,2.951872
54798,2.183333,1.9426321
54799,2.75,3.0961285
54800,4.9999995,3.6807063
54801,6.038889,5.31706
54802,6.933334,7.0856557
54803,7.172221,8.36827
54804,6.0833325,8.284854
54805,4.9444447,6.723725
54806,2.8277779,5.6309285
54807,2.7388887,2.8174336
54808,2.477777,3.126291
54809,2.0666673,3.8971076
54810,0.51666594,3.626531
54811,-0.2888883,2.2435222
54812,0.05555502,1.0150183
54813,0.61111075,1.1581563
54814,1.2166657,1.9767646
54815,0.61111075,3.1395695
54816,0.69999987,2.432373
54817,1.1944449,2.3882256
54818,1.0944444,3.1707163
54819,2.2277784,3.0051863
54820,1.1888891,3.8761706
54821,2.183333,3.2628138
54822,2.788888,4.139034
54823,4.8333325,4.070559
54824,7.7333345,6.0944695
54825,7.777778,10.167965
54826,8.633333,9.215316
54827,8.844444,8.937044
54828,8.816668,9.787717
54829,8.555555,9.233392
54830,7.777778,8.501417
54831,7.755555,8.25255
54832,7.6944447,7.981861
54833,7.777778,7.9411283
54834,7.777778,8.257762
54835,7.7000003,7.8861966
54836,7.777778,7.4741635
54837,3.4999993,7.788742
54838,2.7277775,4.0478635
54839,2.8277779,3.859625
